TS,TORQUE_MOTOR,TORQUE_ROD,SPEED_MOTOR,SPEED_ROD,EFFICIENCY_PUMP,LEVEL_DOWNHOLE,FLOW_GAS,FLOW_WATER,TEMP_GAS,PRESSURE_AN,PRESSURE_DH,PRESSURE_GAS,PRESSURE_TUB,PRESSURE_WATER
2020-04-01 00:00:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:00:50.117,,,,,,,12.27712917,,29.37149429,,,,,
2020-04-01 00:01:50.127,,,,,,,12.78798771,,,,,,,
2020-04-01 00:02:50.133,,,,,,,12.02993679,,,,,,,
2020-04-01 00:03:50.138,,,,,,,11.70446968,,,,,,,
2020-04-01 00:04:50.156,,,,,,,12.60506725,,,,,,,
2020-04-01 00:05:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:05:50.158,,,,,,,11.84701729,,29.4445076,,,,,
2020-04-01 00:06:50.169,256.0,,,,,,12.34634209,,,,,,,
2020-04-01 00:07:50.176,,,,,,,12.05548,,,,,,,185.59428406
2020-04-01 00:08:50.185,,,,199.0,,,12.31091022,,,,,,,
2020-04-01 00:09:50.196,256.0,,,199.0,,,12.27383327,,29.57794571,171.39227295,,175.25576782,174.3974762,185.22807312
2020-04-01 00:10:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:10:50.205,,,,,,,12.6034193,,29.59305191,170.92993164,,,172.31695557,
2020-04-01 00:11:50.215,,,,,,,12.49547958,,,,,175.30383301,,
2020-04-01 00:12:50.230,,,,,,,12.59930038,,,,,,,184.60552979
2020-04-01 00:13:50.248,,,,,,,12.26476955,,,,,175.64028931,,
2020-04-01 00:14:50.271,,,,,,,12.48394394,,,,,,,184.34918213
2020-04-01 00:15:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:15:50.270,,,,,,,12.32574177,,,,,,,185.85063171
2020-04-01 00:16:50.282,,,,,,,12.72289658,,,,,,,
2020-04-01 00:17:50.290,,,,,,,12.29360771,,,,,,,
2020-04-01 00:18:50.305,,,,,,,12.24829006,,,,,,,
2020-04-01 00:19:50.317,256.0,,,199.0,,,12.56551647,,29.68117142,172.08578491,,175.37593079,173.47279358,184.5322876
2020-04-01 00:20:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:20:50.332,255.0,,,,,,12.06619167,,,,,,,
2020-04-01 00:21:50.336,,,,,,,12.54079723,,,,,,,
2020-04-01 00:22:50.344,,,,199.0,,,11.33285999,,,,,,,
2020-04-01 00:23:50.369,,,,,,,12.32491875,,,,,,,185.1182251
2020-04-01 00:24:50.378,,,,,,,11.81076241,,29.79698181,171.6234436,,,175.09095764,
2020-04-01 00:25:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:25:50.380,,,,,,,12.65450573,,,,,,,
2020-04-01 00:26:50.394,,,,,,,12.78633976,,,,,,,
2020-04-01 00:27:50.410,,,,,,,12.60589218,,,,,176.02481079,,
2020-04-01 00:28:50.420,,,,,,,12.60012341,,,,,,,
2020-04-01 00:29:50.431,256.0,,,199.0,,,11.89727974,,29.91783142,171.6234436,,176.48143005,175.09095764,184.93511963
2020-04-01 00:30:00.000,,,,,,,,0.00456487,,,,,,
2020-04-01 00:30:50.443,,,,,,,12.24334621,,,,,,,
