TS,TORQUE_MOTOR,TORQUE_ROD,SPEED_MOTOR,SPEED_ROD,EFFICIENCY_PUMP,LEVEL_DOWNHOLE,FLOW_GAS,FLOW_WATER,TEMP_GAS,PRESSURE_AN,PRESSURE_DH,PRESSURE_GAS,PRESSURE_TUB,PRESSURE_WATER
2018-02-01 00:00:45.708,300.0,,,,,,0.01002814,0.00884081,,,,,,
2018-02-01 00:01:45.719,298.0,,,,,,0.0,0.00816732,34.82055664,,,,,222.35971069
2018-02-01 00:02:45.732,320.0,,,,,,4.89e-05,0.00779595,,,,,,
2018-02-01 00:03:45.737,300.0,,,,,,0.0,0.00768895,,,,,,
2018-02-01 00:04:45.741,304.0,,,,,,0.0,0.00824285,,,,,,
2018-02-01 00:05:45.750,294.0,,,,,,0.0,0.00892264,,,,,,
2018-02-01 00:06:45.761,303.0,,,,,,0.00019208,0.0079596,,,,,,
2018-02-01 00:07:45.765,314.0,,,,,,0.04208217,0.00624754,,,,,,
2018-02-01 00:08:45.773,292.0,,,,,,0.35724813,0.00935065,34.8901825,,,,,
2018-02-01 00:09:45.795,319.0,,,,,,1.14142597,0.00721058,,,,131.65501404,,221.43107605
2018-02-01 00:10:45.801,297.0,,,,,,1.80206597,0.00839391,,,,,,
2018-02-01 00:11:45.823,318.0,,,99.95484924,,,0.01453383,0.00647413,,,,,159.68574524,
2018-02-01 00:12:45.844,305.0,,,,,,0.00023994,0.00748123,,125.49124908,,,,
2018-02-01 00:13:45.830,313.0,,,,,,0.0,0.00622866,,,,,,220.50242615
2018-02-01 00:14:45.846,315.0,,,,,,0.23806526,0.00769524,,,,,,147.72521973
2018-02-01 00:15:45.874,307.0,,,,,,0.0,0.00838132,,,,,,
2018-02-01 00:16:45.866,311.0,,,,,,0.0,0.00956466,,,,,,
2018-02-01 00:17:45.882,310.0,,,,,,0.0,0.00790925,,,,,,
2018-02-01 00:18:45.900,316.0,,,,,,0.00037148,0.00752529,,,,,,
2018-02-01 00:19:45.899,316.0,,,,,,1.66967654,0.00717281,,,,,,
2018-02-01 00:20:45.912,,,,,,,1.54430509,0.00743717,,,,,,
2018-02-01 00:21:45.935,299.0,,,,,,1.05e-06,0.00787778,,,,,,
2018-02-01 00:22:45.947,306.0,,,,,,0.0,0.00847574,35.849617,,,,,
2018-02-01 00:23:45.957,,,,,,,0.91584438,0.0094073,,,,132.58102417,,
2018-02-01 00:24:45.986,312.0,,,,,,0.0,0.00760712,36.03247452,,,,,148.06735229
2018-02-01 00:25:45.991,325.0,,,100.01533508,,,1.64817846,0.00841909,,,,,160.40817261,
2018-02-01 00:26:45.996,316.0,,,,,,0.2975184,0.00734905,,126.93606567,,,,
2018-02-01 00:27:46.027,317.0,,,,,,1.71919298,0.00627901,,,,,,
2018-02-01 00:28:46.008,322.0,,,,,,0.0,0.00954578,,,,,,
2018-02-01 00:29:46.031,317.0,,,,,,0.19985069,0.00865198,,,,,,
2018-02-01 00:30:46.042,305.0,,,,,,0.45726544,0.00794701,,,,,,
2018-02-01 00:31:46.054,306.0,,,,,,1.5161767,0.01050252,36.22167969,,,,,
2018-02-01 00:32:46.059,300.0,,,,,,0.0,0.00902964,,,,,,
2018-02-01 00:33:46.087,312.0,,,,,,0.81681824,0.00783372,,,,,,
2018-02-01 00:34:46.075,314.0,,,,,,3.39e-06,0.0085198,,,,,,
2018-02-01 00:35:46.070,327.0,,,,,,0.62507761,0.00735535,,,,,,
2018-02-01 00:36:46.082,324.0,,,,,,1.93740749,0.00865827,36.30478287,,,,,
2018-02-01 00:37:46.103,303.0,,,,,,0.0,0.00569364,,,,132.29602051,,
2018-02-01 00:38:46.115,,,,,,,1.70547581,0.00816732,36.47784805,,,,,
2018-02-01 00:39:46.147,330.0,,,100.01533508,,,1e-08,0.00852609,,,,,160.88978577,
2018-02-01 00:40:46.136,295.0,,,,,,1.72941196,0.00875269,,125.73204803,,,,
2018-02-01 00:41:46.155,300.0,,,,,,0.0,0.00734276,36.60715103,,,,,148.60501099
2018-02-01 00:42:46.157,319.0,,,,,,0.0,0.00913035,,,,,,
2018-02-01 00:43:46.174,306.0,,,,,,0.0,0.00727352,,,,,,
