GROUP_ID,WELL_CD,ROC_VOLTAGE,FLOW,PRESSURE_TH,TSTART
44,SWAN3,1243-EB-0003.RM_PV,1243-F-0003.RM_PV,1243-P_TH-0003.RM_PV,27/07/2016 4:00
43,SWAN4,1243-EB-0004.RM_PV,1243-F-0004.RM_PV,1243-P_TH-0004.RM_PV,29/06/2016 5:11
43,SWAN5,1243-EB-0005.RM_PV,1243-F-0005.RM_PV,1243-P_TH-0005.RM_PV,29/06/2016 5:12
43,SWAN6,1243-EB-0006.RM_PV,1243-F-0006.RM_PV,1243-P_TH-0006.RM_PV,29/06/2016 5:13
43,SWAN7,1243-EB-0007.RM_PV,1243-F-0007.RM_PV,1243-P_TH-0007.RM_PV,29/06/2016 5:09
43,SWAN8,1243-EB-0011.RM_PV,1243-F-0011.RM_PV,1243-P_TH-0011.RM_PV,29/06/2016 5:10
43,SWAN9,1243-EB-0008.RM_PV,1243-F-0008.RM_PV,1243-P_TH-0008.RM_PV,29/06/2016 5:10
46,TALL1,1311-EB-0002.RM_PV,1311-F-0002.RM_PV,1311-P_TH-0002.RM_PV,29/06/2016 6:24
46,TALL2,1311-EB-0001.RM_PV,1311-F-0001.RM_PV,1311-P_TH-0001.RM_PV,29/06/2016 5:24
42,TARO1,4213-EB-0001.RM_PV,4213-F-0001.RM_PV,4213-P_TH-0001.RM_PV,29/06/2016 5:13
15,TART1,1434-EB-0002.RM_PV,1434-F-0002.RM_PV,1434-P_TH-0002.RM_PV,29/06/2016 5:09
15,TART2,1434-EB-0004.RM_PV,1434-F-0004.RM_PV,1434-P_TH-0004.RM_PV,29/06/2016 5:10
15,TART3,1434-EB-0003.RM_PV,1434-F-0003.RM_PV,1434-P_TH-0003.RM_PV,29/06/2016 5:10
15,TART4,1434-EB-0001.RM_PV,1434-F-0001.RM_PV,1434-P_TH-0001.RM_PV,29/06/2016 5:11
15,TART6,1434-EB-0005.RM_PV,1434-F-0005.RM_PV,1434-P_TH-0005.RM_PV,29/06/2016 5:12
15,TART9,1434-EB-00022.RM_PV,1434-F-00022.RM_PV,1434-P_TH-00022.RM_PV,23/06/2020 6:12
11,TARW1,1151-EB-00060.RM_PV,1151-F-00060.RM_PV,1151-P_TH-00060.RM_PV,4/01/2020 1:06
11,TARW3,1151-EB-0002.RM_PV,1151-F-0002.RM_PV,1151-P_TH-0002.RM_PV,29/06/2016 5:02
11,TARW5,1151-EB-0007.RM_PV,1151-F-0007.RM_PV,1151-P_TH-0007.RM_PV,29/06/2016 5:02
11,TARW6,1151-EB-00061.RM_PV,1151-F-00061.RM_PV,1151-P_TH-00061.RM_PV,31/05/2021 4:31
11,TARW7,1157-EB-00030.RM_PV,1157-F-00030.RM_PV,1157-P_TH-00030.RM_PV,28/06/2021 5:03
46,TAYLS1,1356-EB-0001.RM_PV,1356-F-0001.RM_PV,1356-P_TH-0001.RM_PV,29/06/2016 5:24
5,TELS1,1159-EB-0003.RM_PV,1159-F-0003.RM_PV,1159-P_TH-0003.RM_PV,29/06/2016 5:03
5,TELSTH1,1142-EB-0004.RM_PV,1142-F-0004.RM_PV,1142-P_TH-0004.RM_PV,30/06/2016 10:03
23,THETA1,4110-EB-0002.RM_PV,4110-F-0002.RM_PV,4110-P_TH-0002.RM_PV,29/06/2016 4:56
23,THETA2,4110-EB-0004.RM_PV,4110-F-0004.RM_PV,4110-P_TH-0004.RM_PV,29/06/2016 4:59
23,THOA2,4108-EB-0008.RM_PV,4108-F-0008.RM_PV,4108-P_TH-0008.RM_PV,29/06/2016 5:05
23,THOAR3,4108-EB-0011.RM_PV,4108-F-0011.RM_PV,4108-P_TH-0011.RM_PV,29/06/2016 5:08
23,THOAR4,4108-EB-0013.RM_PV,4108-F-0013.RM_PV,4108-P_TH-0013.RM_PV,29/06/2016 5:13
42,THUR1,1179-EB-1217.RM_PV,1179-F-1217.RM_PV,1179-P_TH-1217.RM_PV,29/06/2016 6:14
42,THUR3,1179-EB-0006.RM_PV,1179-F-0006.RM_PV,1179-P_TH-0006.RM_PV,29/06/2016 5:17
42,THUR4,1179-EB-00020.RM_PV,1179-F-00020.RM_PV,1179-P_TH-00020.RM_PV,17/07/2017 1:16
12,TILLA1,1482-EB-00001.RM_PV,1482-F-00001.RM_PV,1482-P_TH-00001.RM_PV,8/12/2019 4:13
46,TIND10,1024-EB-0017.RM_PV,1024-F-0017.RM_PV,1024-P_TH-0017.RM_PV,29/06/2016 5:20
46,TIND11,1024-EB-0062.RM_PV,1024-F-0062.RM_PV,1024-P_TH-0062.RM_PV,29/06/2016 5:20
17,TIND12,1024-EB-0055.RM_PV,1024-F-0055.RM_PV,1024-P_TH-0055.RM_PV,29/06/2016 5:21
17,TIND3,1024-EB-0001.RM_PV,1024-F-0001.RM_PV,1024-P_TH-0001.RM_PV,29/06/2016 5:23
17,TIND4,1024-EB-0002.RM_PV,1024-F-0002.RM_PV,1024-P_TH-0002.RM_PV,29/06/2016 5:23
17,TIND6,1024-EB-0006.RM_PV,1024-F-0006.RM_PV,1024-P_TH-0006.RM_PV,29/06/2016 5:24
17,TIND7,1024-EB-0014.RM_PV,1024-F-0014.RM_PV,1024-P_TH-0014.RM_PV,29/06/2016 5:25
17,TIND8,1024-EB-0015.RM_PV,1024-F-0015.RM_PV,1024-P_TH-0015.RM_PV,29/06/2016 5:26
17,TIND9,1024-EB-0016.RM_PV,1024-F-0016.RM_PV,1024-P_TH-0016.RM_PV,29/06/2016 5:26
41,TIRR40_U,1180-EB-8447.RM_PV,1180-F-8447.RM_PV,1180-P_TH-8447.RM_PV,30/11/2018 6:13
25,TIRRA1,1180-EB-8979.RM_PV,1180-F-8979.RM_PV,1180-P_TH-8979.RM_PV,29/06/2016 5:12
42,TIRRA12,1180-EB-10022.RM_PV,1180-F-10022.RM_PV,1180-P_TH-10022.RM_PV,29/06/2016 6:04
42,TIRRA13,1180-EB-8323.RM_PV,1180-F-8323.RM_PV,1180-P_TH-8323.RM_PV,29/06/2016 6:10
41,TIRRA14,1180-EB-9701.RM_PV,1180-F-9701.RM_PV,1180-P_TH-9701.RM_PV,29/06/2016 5:13
42,TIRRA15,1180-EB-8480.RM_PV,1180-F-8480.RM_PV,1180-P_TH-8480.RM_PV,29/06/2016 6:11
47,TIRRA16,1180-EB-9212.RM_PV,1180-F-9212.RM_PV,1180-P_TH-9212.RM_PV,29/06/2016 6:05
25,TIRRA17,1180-EB-8354.RM_PV,1180-F-8354.RM_PV,1180-P_TH-8354.RM_PV,29/06/2016 5:14
46,TIRRA18,1180-EB-10786.RM_PV,1180-F-10786.RM_PV,1180-P_TH-10786.RM_PV,29/06/2016 6:12
25,TIRRA20,1180-EB-0023.RM_PV,1180-F-0023.RM_PV,1180-P_TH-0023.RM_PV,29/06/2016 6:06
42,TIRRA21,1180-EB-9213.RM_PV,1180-F-9213.RM_PV,1180-P_TH-9213.RM_PV,29/06/2016 6:06
47,TIRRA22,1180-EB-8385.RM_PV,1180-F-8385.RM_PV,1180-P_TH-8385.RM_PV,29/06/2016 5:16
47,TIRRA23,1180-EB-10794.RM_PV,1180-F-10794.RM_PV,1180-P_TH-10794.RM_PV,29/06/2016 5:15
42,TIRRA25,1180-EB-10050.RM_PV,1180-F-10050.RM_PV,1180-P_TH-10050.RM_PV,29/06/2016 5:15
42,TIRRA27,1180-EB-8996.RM_PV,1180-F-8996.RM_PV,1180-P_TH-8996.RM_PV,29/06/2016 21:14
42,TIRRA28,1180-EB-8450.RM_PV,1180-F-8450.RM_PV,1180-P_TH-8450.RM_PV,29/06/2016 5:16
42,TIRRA2L,1180-EB-9210.RM_PV,1180-F-9210.RM_PV,1180-P_TH-9210.RM_PV,29/06/2016 6:08
42,TIRRA2U,1180-EB-8986.RM_PV,1180-F-8986.RM_PV,1180-P_TH-8986.RM_PV,29/06/2016 5:15
42,TIRRA30,1180-EB-9214.RM_PV,1180-F-9214.RM_PV,1180-P_TH-9214.RM_PV,29/06/2016 6:09
25,TIRRA31,1180-EB-9238.RM_PV,1180-F-9238.RM_PV,1180-P_TH-9238.RM_PV,29/06/2016 6:10
42,TIRRA32L,1180-EB-9241.RM_PV,1180-F-9241.RM_PV,1180-P_TH-9241.RM_PV,29/06/2016 6:11
25,TIRRA34,1180-EB-8452.RM_PV,1180-F-8452.RM_PV,1180-P_TH-8452.RM_PV,29/06/2016 5:18
42,TIRRA36,1180-EB-9216.RM_PV,1180-F-9216.RM_PV,1180-P_TH-9216.RM_PV,29/06/2016 6:12
42,TIRRA38,1180-EB-8486.RM_PV,1180-F-8486.RM_PV,1180-P_TH-8486.RM_PV,29/06/2016 6:16
25,TIRRA39,1180-EB-8453.RM_PV,1180-F-8453.RM_PV,1180-P_TH-8453.RM_PV,29/06/2016 5:19
25,TIRRA43L,1180-EB-9145.RM_PV,1180-F-9145.RM_PV,1180-P_TH-9145.RM_PV,29/06/2016 6:19
25,TIRRA43U,1180-EB-8449.RM_PV,1180-F-8449.RM_PV,1180-P_TH-8449.RM_PV,29/06/2016 5:17
42,TIRRA44,1180-EB-9240.RM_PV,1180-F-9240.RM_PV,1180-P_TH-9240.RM_PV,29/06/2016 6:13
25,TIRRA47,1180-EB-8443.RM_PV,1180-F-8443.RM_PV,1180-P_TH-8443.RM_PV,29/06/2016 5:21
42,TIRRA48,1180-EB-8489.RM_PV,1180-F-8489.RM_PV,1180-P_TH-8489.RM_PV,29/06/2016 6:21
25,TIRRA49,1180-EB-9217.RM_PV,1180-F-9217.RM_PV,1180-P_TH-9217.RM_PV,29/06/2016 6:14
31,TIRRA4L,1180-EB-00281.RM_PV,1180-F-00281.RM_PV,1180-P_TH-00281.RM_PV,17/10/2018 4:18
25,TIRRA50,1180-EB-8492.RM_PV,1180-F-8492.RM_PV,1180-P_TH-8492.RM_PV,29/06/2016 6:14
42,TIRRA52,1180-EB-9008.RM_PV,1180-F-9008.RM_PV,1180-P_TH-9008.RM_PV,29/06/2016 6:15
25,TIRRA53,1180-EB-9731.RM_PV,1180-F-9731.RM_PV,1180-P_TH-9731.RM_PV,29/06/2016 6:16
42,TIRRA57,1180-EB-10056.RM_PV,1180-F-10056.RM_PV,1180-P_TH-10056.RM_PV,29/06/2016 5:19
25,TIRRA58,1180-EB-8444.RM_PV,1180-F-8444.RM_PV,1180-P_TH-8444.RM_PV,29/06/2016 5:22
25,TIRRA61,1180-EB-9237.RM_PV,1180-F-9237.RM_PV,1180-P_TH-9237.RM_PV,29/06/2016 6:23
25,TIRRA63,1180-EB-9230.RM_PV,1180-F-9230.RM_PV,1180-P_TH-9230.RM_PV,29/06/2016 6:18
42,TIRRA65,1180-EB-9218.RM_PV,1180-F-9218.RM_PV,1180-P_TH-9218.RM_PV,29/06/2016 6:18
25,TIRRA67,1180-EB-9236.RM_PV,1180-F-9236.RM_PV,1180-P_TH-9236.RM_PV,26/09/2018 0:30
47,TIRRA70,1180-EB-8359.RM_PV,1180-F-8359.RM_PV,1180-P_TH-8359.RM_PV,29/06/2016 5:23
42,TIRRA74,1180-EB-10870.RM_PV,1180-F-10870.RM_PV,1180-P_TH-10870.RM_PV,29/06/2016 5:22
42,TIRRA75,1180-EB-10880.RM_PV,1180-F-10880.RM_PV,1180-P_TH-10880.RM_PV,29/06/2016 5:23
42,TIRRA76,1180-EB-9222.RM_PV,1180-F-9222.RM_PV,1180-P_TH-9222.RM_PV,29/06/2016 5:22
42,TIRRA78,1180-EB-8723.RM_PV,1180-F-8723.RM_PV,1180-P_TH-8723.RM_PV,29/06/2016 5:10
42,TIRRA79,1180-EB-8728.RM_PV,1180-F-8728.RM_PV,1180-P_TH-8728.RM_PV,29/06/2016 5:10
42,TIRRA80,1180-EB-8733.RM_PV,1180-F-8733.RM_PV,1180-P_TH-8733.RM_PV,29/06/2016 5:11
25,TIRRA81,1180-EB-11232.RM_PV,1180-F-11232.RM_PV,1180-P_TH-11232.RM_PV,29/06/2016 5:13
42,TIRRA82,1180-EB-11224.RM_PV,1180-F-11224.RM_PV,1180-P_TH-11224.RM_PV,29/06/2016 5:14
42,TIRRA83,1180-EB-11218.RM_PV,1180-F-11218.RM_PV,1180-P_TH-11218.RM_PV,29/06/2016 5:15
42,TIRRA84,1180-EB-00048.RM_PV,1180-F-00048.RM_PV,1180-P_TH-00048.RM_PV,29/06/2016 5:17
25,TIRRA85,1180-EB-00056.RM_PV,1180-F-00056.RM_PV,1180-P_TH-00056.RM_PV,29/06/2016 5:18
35,TIRRA86,1180-EB-00067.RM_PV,1180-F-00067.RM_PV,1180-P_TH-00067.RM_PV,29/06/2016 5:19
38,TIRRA87,1180-EB-00074.RM_PV,1180-F-00074.RM_PV,1180-P_TH-00074.RM_PV,29/06/2016 5:21
42,TIRRA88,1180-EB-00085.RM_PV,1180-F-00085.RM_PV,1180-P_TH-00085.RM_PV,29/06/2016 5:22
35,TIRRA89,1180-EB-00228.RM_PV,1180-F-00228.RM_PV,1180-P_TH-00228.RM_PV,7/05/2018 5:09
42,TIRRA8L,1180-EB-9211.RM_PV,1180-F-9211.RM_PV,1180-P_TH-9211.RM_PV,29/06/2016 6:23
42,TIRRA8U,1180-EB-8445.RM_PV,1180-F-8445.RM_PV,1180-P_TH-8445.RM_PV,29/06/2016 5:25
35,TIRRA90,1180-EB-00241.RM_PV,1180-F-00241.RM_PV,1180-P_TH-00241.RM_PV,14/03/2017 4:04
38,TIRRA91,1180-EB-00246.RM_PV,1180-F-00246.RM_PV,1180-P_TH-00246.RM_PV,7/02/2017 4:25
38,TIRRA92,1180-EB-00254.RM_PV,1180-F-00254.RM_PV,1180-P_TH-00254.RM_PV,7/02/2017 4:26
30,TIRRA93,1180-EB-00270.RM_PV,1180-F-00270.RM_PV,1180-P_TH-00270.RM_PV,7/11/2016 22:27
42,TIRRA94,1180-EB-00279.RM_PV,1180-F-00279.RM_PV,1180-P_TH-00279.RM_PV,2/08/2018 6:12
42,TIRRA9U,1180-EB-8446.RM_PV,1180-F-8446.RM_PV,1180-P_TH-8446.RM_PV,29/06/2016 5:24
42,TIRRW1,1180-EB-9234.RM_PV,1180-F-9234.RM_PV,1180-P_TH-9234.RM_PV,29/06/2016 6:24
22,TOBY1,5400-EB-0038.RM_PV,5400-F-0038.RM_PV,5400-P_TH-0038.RM_PV,29/06/2016 5:50
22,TOBY2,5400-EB-00002.RM_PV,5400-F-00002.RM_PV,5400-P_TH-00002.RM_PV,29/06/2016 4:59
12,TOLT1,1481-EB-00230.RM_PV,1481-F-00230.RM_PV,1481-P_TH-00230.RM_PV,5/02/2020 3:13
11,TOLW1,1148-EB-0001.RM_PV,1148-F-0001.RM_PV,1148-P_TH-0001.RM_PV,29/06/2016 5:04
27,TOOL1,1150-EB-8572.RM_PV,1150-F-8572.RM_PV,1150-P_TH-8572.RM_PV,29/06/2016 5:06
27,TOOL14U,1150-EB-8592.RM_PV,1150-F-8592.RM_PV,1150-P_TH-8592.RM_PV,29/06/2016 5:07
27,TOOL15,1150-EB-8600.RM_PV,1150-F-8600.RM_PV,1150-P_TH-8600.RM_PV,29/06/2016 5:08
27,TOOL16,1150-EB-8607.RM_PV,1150-F-8607.RM_PV,1150-P_TH-8607.RM_PV,29/06/2016 5:08
27,TOOL18,1150-EB-8645.RM_PV,1150-F-8645.RM_PV,1150-P_TH-8645.RM_PV,29/06/2016 5:10
27,TOOL28U,1150-EB-8646.RM_PV,1150-F-8646.RM_PV,1150-P_TH-8646.RM_PV,29/06/2016 5:11
27,TOOL29,1150-EB-8532.RM_PV,1150-F-8532.RM_PV,1150-P_TH-8532.RM_PV,29/06/2016 5:12
27,TOOL3,1150-EB-8644.RM_PV,1150-F-8644.RM_PV,1150-P_TH-8644.RM_PV,29/06/2016 5:12
11,TOOL30,1150-EB-8917.RM_PV,1150-F-8917.RM_PV,1150-P_TH-8917.RM_PV,29/06/2016 5:14
11,TOOL31,1150-EB-8667.RM_PV,1150-F-8667.RM_PV,1150-P_TH-8667.RM_PV,29/06/2016 5:14
27,TOOL33,1150-EB-8533.RM_PV,1150-F-8533.RM_PV,1150-P_TH-8533.RM_PV,29/06/2016 5:16
0,TOOL34,1150-EB-8534.RM_PV,1150-F-8534.RM_PV,1150-P_TH-8534.RM_PV,29/06/2016 5:16
11,TOOL36,1150-EB-8647.RM_PV,1150-F-8647.RM_PV,1150-P_TH-8647.RM_PV,29/06/2016 5:16
27,TOOL38,1150-EB-8513.RM_PV,1150-F-8513.RM_PV,1150-P_TH-8513.RM_PV,29/06/2016 5:17
37,TOOL41L,1150-EB-8648.RM_PV,1150-F-8648.RM_PV,1150-P_TH-8648.RM_PV,29/06/2016 5:19
37,TOOL43,1150-EB-8650.RM_PV,1150-F-8650.RM_PV,1150-P_TH-8650.RM_PV,29/06/2016 5:20
11,TOOL47,1150-EB-8614.RM_PV,1150-F-8614.RM_PV,1150-P_TH-8614.RM_PV,29/06/2016 5:23
37,TOOL5,1150-EB-0928.RM_PV,1150-F-0928.RM_PV,1150-P_TH-0928.RM_PV,29/06/2016 5:24
37,TOOL50,1150-EB-8662.RM_PV,1150-F-8662.RM_PV,1150-P_TH-8662.RM_PV,29/06/2016 5:24
37,TOOL51,1150-EB-8652.RM_PV,1150-F-8652.RM_PV,1150-P_TH-8652.RM_PV,29/06/2016 5:24
37,TOOL52,1150-EB-00078.RM_PV,1150-F-00078.RM_PV,1150-P_TH-00078.RM_PV,26/08/2019 1:28
11,TOOL53,1150-EB-00037.RM_PV,1150-F-00037.RM_PV,1150-P_TH-00037.RM_PV,26/04/2017 6:14
11,TOOL54,1150-EB-00065.RM_PV,1150-F-00065.RM_PV,1150-P_TH-00065.RM_PV,26/04/2017 5:51
11,TOOL55,1150-EB-00097.RM_PV,1150-F-00097.RM_PV,1150-P_TH-00097.RM_PV,20/08/2020 4:28
27,TOOL56,1150-EB-00090.RM_PV,1150-F-00090.RM_PV,1150-P_TH-00090.RM_PV,10/10/2020 21:25
42,TOUR1,4212-EB-0001.RM_PV,4212-F-0001.RM_PV,4212-P_TH-0001.RM_PV,29/06/2016 5:20
12,UTE1,1481-EB-00180.RM_PV,1481-F-00180.RM_PV,1481-P_TH-00180.RM_PV,14/01/2020 9:45
6,VARA1,1201-EB-0007.RM_PV,1201-F-0007.RM_PV,1201-P_TH-0007.RM_PV,29/06/2016 6:25
6,VARA2,1201-EB-0009.RM_PV,1201-F-0009.RM_PV,1201-P_TH-0009.RM_PV,29/06/2016 5:24
6,VARA4,1201-EB-00015.RM_PV,1201-F-00015.RM_PV,1201-P_TH-00015.RM_PV,10/05/2018 21:25
6,VARSTH1,1143-EB-0002.RM_PV,1143-F-0002.RM_PV,1143-P_TH-0002.RM_PV,29/06/2016 5:25
6,VARSTH2,1143-EB-00012.RM_PV,1143-F-00012.RM_PV,1143-P_TH-00012.RM_PV,13/04/2018 2:30
17,VATORE1,1027-EB-0007.RM_PV,1027-F-0007.RM_PV,1027-P_TH-0007.RM_PV,29/06/2016 5:28
16,VEGA1,1443-EB-0024.RM_PV,1443-F-0024.RM_PV,1443-P_TH-0024.RM_PV,29/06/2016 5:12
16,VEGA2,1443-EB-0004.RM_PV,1443-F-0004.RM_PV,1443-P_TH-0004.RM_PV,29/06/2016 5:13
16,VEGA3,1443-EB-0048.RM_PV,1443-F-0048.RM_PV,1443-P_TH-0048.RM_PV,29/06/2016 5:13
16,VEGA4,1443-EB-0056.RM_PV,1443-F-0056.RM_PV,1443-P_TH-0056.RM_PV,29/06/2016 5:14
16,VEGA5,1443-EB-0057.RM_PV,1443-F-0057.RM_PV,1443-P_TH-0057.RM_PV,29/06/2016 5:15
16,VEGA6,1443-EB-00190.RM_PV,1443-F-00190.RM_PV,1443-P_TH-00190.RM_PV,16/02/2020 8:34
16,VEGAN2,1444-EB-00190.RM_PV,1444-F-00190.RM_PV,1444-P_TH-00190.RM_PV,6/12/2019 20:00
33,WARE1,1485-EB-0002.RM_PV,1485-F-0002.RM_PV,1485-P_TH-0002.RM_PV,29/06/2016 5:25
33,WARE5,1485-EB-0013.RM_PV,1485-F-0013.RM_PV,1485-P_TH-0013.RM_PV,29/06/2016 5:28
42,WAUK1,1173-EB-0003.RM_PV,1173-F-0003.RM_PV,1173-P_TH-0003.RM_PV,29/06/2016 6:22
42,WAUK2,1173-EB-0002.RM_PV,1173-F-0002.RM_PV,1173-P_TH-0002.RM_PV,29/06/2016 5:22
42,WAUK3,1173-EB-0048.RM_PV,1173-F-0048.RM_PV,1173-P_TH-0048.RM_PV,29/06/2016 5:23
42,WAUK4,1173-EB-0055.RM_PV,1173-F-0055.RM_PV,1173-P_TH-0055.RM_PV,29/06/2016 5:25
42,WAUK5,1173-EB-0041.RM_PV,1173-F-0041.RM_PV,1173-P_TH-0041.RM_PV,29/06/2016 5:27
41,WDG1,1430-EB-0003.RM_PV,1430-F-0003.RM_PV,1430-P_TH-0003.RM_PV,29/06/2016 5:17
40,WELTN1,1446-EB-0004.RM_PV,1446-F-0004.RM_PV,1446-P_TH-0004.RM_PV,29/06/2016 5:17
41,WELTN4,1446-EB-0042.RM_PV,1446-F-0042.RM_PV,1446-P_TH-0042.RM_PV,29/06/2016 5:19
44,WEL_E1,1208-EB-0001.RM_PV,1208-F-0001.RM_PV,1208-P_TH-0001.RM_PV,29/06/2016 5:28
25,WHAN1,1469-EB-0001.RM_PV,1469-F-0001.RM_PV,1469-P_TH-0001.RM_PV,29/06/2016 5:08
25,WHAN2,1469-EB-0016.RM_PV,1469-F-0016.RM_PV,1469-P_TH-0016.RM_PV,20/01/2017 20:30
25,WHAN3,1469-EB-000026.RM_PV,1469-F-000026.RM_PV,1469-P_TH-000026.RM_PV,17/01/2017 20:30
25,WHAN4,1469-EB-00021.RM_PV,1469-F-00021.RM_PV,1469-P_TH-00021.RM_PV,16/02/2017 22:10
25,WHAN5,1469-EB-00051.RM_PV,1469-F-00051.RM_PV,1469-P_TH-00051.RM_PV,30/11/2019 1:18
25,WHASW1,5400-EB-00008.RM_PV,5400-F-00008.RM_PV,5400-P_TH-00008.RM_PV,23/01/2017 20:30
41,WINA1,1439-EB-0001.RM_PV,1439-F-0001.RM_PV,1439-P_TH-0001.RM_PV,29/06/2016 5:19
12,WINAN1,1442-EB-0006.RM_PV,1442-F-0006.RM_PV,1442-P_TH-0006.RM_PV,29/06/2016 5:20
12,WINAN2,1442-EB-0001.RM_PV,1442-F-0001.RM_PV,1442-P_TH-0001.RM_PV,29/06/2016 5:21
12,WINAN3,1442-EB-0002.RM_PV,1442-F-0002.RM_PV,1442-P_TH-0002.RM_PV,29/06/2016 6:22
12,WINAN4,1442-EB-0007.RM_PV,1442-F-0007.RM_PV,1442-P_TH-0007.RM_PV,29/06/2016 5:22
41,WINAS1,1439-EB-0006.RM_PV,1439-F-0006.RM_PV,1439-P_TH-0006.RM_PV,29/06/2016 5:23
41,WIND3,1430-EB-00020.RM_PV,1430-F-00020.RM_PV,1430-P_TH-00020.RM_PV,14/06/2017 3:28
15,WIPPO1,1411-EB-0004.RM_PV,1411-F-0004.RM_PV,1411-P_TH-0004.RM_PV,16/09/2017 22:17
15,WIPPOE1,1423-EB-0001.RM_PV,1423-F-0001.RM_PV,1423-P_TH-0001.RM_PV,29/06/2016 5:14
15,WIPPOS1,1411-EB-0028.RM_PV,1411-F-0028.RM_PV,1411-P_TH-0028.RM_PV,29/06/2016 5:13
15,WIPPOS2,1411-EB-00022.RM_PV,1411-F-00022.RM_PV,1411-P_TH-00022.RM_PV,4/02/2021 8:14
36,WIRE1,1164-EB-0003.RM_PV,1164-F-0003.RM_PV,1164-P_TH-0003.RM_PV,29/06/2016 5:29
42,WKT10,1404-EB-0059.RM_PV,1404-F-0059.RM_PV,1404-P_TH-0059.RM_PV,29/06/2016 5:14
42,WKT12,1404-EB-0173.RM_PV,1404-F-0173.RM_PV,1404-P_TH-0173.RM_PV,29/06/2016 5:23
42,WKT14,1404-EB-0207.RM_PV,1404-F-0207.RM_PV,1404-P_TH-0207.RM_PV,29/06/2016 5:15
42,WKT15,1404-EB-0212.RM_PV,1404-F-0212.RM_PV,1404-P_TH-0212.RM_PV,29/06/2016 5:16
43,WKT17,1404-EB-00011.RM_PV,1404-F-00011.RM_PV,1404-P_TH-00011.RM_PV,24/05/2018 14:19
43,WKT19,1404-EB-00116.RM_PV,1404-F-00116.RM_PV,1404-P_TH-00116.RM_PV,16/12/2019 21:18
43,WKT20,1404-EB-00121.RM_PV,1404-F-00121.RM_PV,1404-P_TH-00121.RM_PV,16/12/2019 21:19
51,WKT3,1404-EB-0010.RM_PV,1404-F-0010.RM_PV,1404-P_TH-0010.RM_PV,29/06/2016 5:16
42,WKT4,1404-EB-0023.RM_PV,1404-F-0023.RM_PV,1404-P_TH-0023.RM_PV,1/07/2016 0:17
43,WKT5,1404-EB-00137.RM_PV,1404-F-00137.RM_PV,1404-P_TH-00137.RM_PV,21/09/2020 1:36
43,WKT6,1404-EB-0082.RM_PV,1404-F-0082.RM_PV,1404-P_TH-0082.RM_PV,29/06/2016 5:24
42,WKT9,1404-EB-0046.RM_PV,1404-F-0046.RM_PV,1404-P_TH-0046.RM_PV,29/06/2016 5:17
50,WKTE1,1404-EB-00073.RM_PV,1404-F-00073.RM_PV,1404-P_TH-00073.RM_PV,8/12/2019 20:55
43,WKTS,1404-EB-00096.RM_PV,1404-F-00096.RM_PV,1404-P_TH-00096.RM_PV,11/12/2019 7:23
44,WOLG1,1121-EB-0003.RM_PV,1121-F-0003.RM_PV,1121-P_TH-0003.RM_PV,29/06/2016 5:14
44,WOLG2,1121-EB-0019.RM_PV,1121-F-0019.RM_PV,1121-P_TH-0019.RM_PV,29/06/2016 5:17
44,WOLG3,1121-EB-0059.RM_PV,1121-F-0059.RM_PV,1121-P_TH-0059.RM_PV,29/06/2016 5:19
44,WOLG6,1121-EB-0065.RM_PV,1121-F-0065.RM_PV,1121-P_TH-0065.RM_PV,29/06/2016 5:25
48,WOOLK2,1320-EB-0026.RM_PV,1320-F-0026.RM_PV,1320-P_TH-0026.RM_PV,29/06/2016 5:25
40,WOOLK3,1320-EB-00006.RM_PV,1320-F-00006.RM_PV,1320-P_TH-00006.RM_PV,12/03/2022 21:30
17,YALC2,1196-EB-00001.RM_PV,1196-F-00001.RM_PV,1196-P_TH-00001.RM_PV,2/05/2018 4:30
35,YAN10L,1021-EB-0097.RM_PV,1021-F-0097.RM_PV,1021-P_TH-0097.RM_PV,29/06/2016 5:18
35,YAN10U,1021-EB-0087.RM_PV,1021-F-0087.RM_PV,1021-P_TH-0087.RM_PV,29/06/2016 5:18
3,YAN13,1021-EB-0232.RM_PV,1021-F-0232.RM_PV,1021-P_TH-0232.RM_PV,29/06/2016 5:19
3,YAN1L,1021-EB-0077.RM_PV,1021-F-0077.RM_PV,1021-P_TH-0077.RM_PV,29/06/2016 5:20
3,YAN1U,1021-EB-0067.RM_PV,1021-F-0067.RM_PV,1021-P_TH-0067.RM_PV,29/06/2016 5:20
3,YAN2L,1021-EB-0017.RM_PV,1021-F-0017.RM_PV,1021-P_TH-0017.RM_PV,29/06/2016 5:22
3,YAN2U,1021-EB-0007.RM_PV,1021-F-0007.RM_PV,1021-P_TH-0007.RM_PV,29/06/2016 5:22
3,YAN4L,1021-EB-0037.RM_PV,1021-F-0037.RM_PV,1021-P_TH-0037.RM_PV,29/06/2016 5:22
3,YAN4U,1021-EB-0027.RM_PV,1021-F-0027.RM_PV,1021-P_TH-0027.RM_PV,29/06/2016 5:23
3,YAN8L,1021-EB-0214.RM_PV,1021-F-0214.RM_PV,1021-P_TH-0214.RM_PV,29/06/2016 5:23
2,YANS1,1021-EB-00048.RM_PV,1021-F-00048.RM_PV,1021-P_TH-00048.RM_PV,9/03/2021 9:29
17,YARSTH1,1143-EB-0004.RM_PV,1143-F-0004.RM_PV,1143-P_TH-0004.RM_PV,29/06/2016 5:26
