GROUP_ID,WELL_CD,ROC_VOLTAGE,FLOW,PRESSURE_TH,TSTART
35,MOOM39,1040-EB-8499.RM_PV,1040-F-8499.RM_PV,1040-P_TH-8499.RM_PV,29/06/2016 5:22
49,MOOM43,1060-EB-5104.RM_PV,1060-F-5104.RM_PV,1060-P_TH-5104.RM_PV,29/06/2016 5:16
49,MOOM44,1060-EB-5009.RM_PV,1060-F-5009.RM_PV,1060-P_TH-5009.RM_PV,29/06/2016 5:16
37,MOOM47,1040-EB-00018.RM_PV,1040-F-00018.RM_PV,1040-P_TH-00018.RM_PV,9/01/2017 22:00
48,MOOM48,1050-EB-7986.RM_PV,1050-F-7987.RM_PV,1050-P_TH-7986.RM_PV,29/06/2016 5:25
3,MOOM5,1070-EB-0151.RM_PV,1070-F-0151.RM_PV,1070-P_TH-0151.RM_PV,29/06/2016 5:17
46,MOOM50,1070-EB-0152.RM_PV,1070-F-0152.RM_PV,1070-P_TH-0152.RM_PV,29/06/2016 5:18
45,MOOM51,1060-EB-5085.RM_PV,1060-F-5085.RM_PV,1060-P_TH-5085.RM_PV,29/06/2016 5:18
14,MOOM53,1040-EB-8500.RM_PV,1040-F-8500.RM_PV,1040-P_TH-8500.RM_PV,29/06/2016 5:23
3,MOOM54,1070-EB-0032.RM_PV,1070-F-0032.RM_PV,1070-P_TH-0032.RM_PV,29/06/2016 5:20
46,MOOM55,1070-EB-0129.RM_PV,1070-F-0129.RM_PV,1070-P_TH-0129.RM_PV,29/06/2016 5:20
50,MOOM56,1070-EB-0132.RM_PV,1070-F-0132.RM_PV,1070-P_TH-0132.RM_PV,29/06/2016 5:07
48,MOOM57,1060-EB-8664.RM_PV,1060-F-8664.RM_PV,1060-P_TH-8664.RM_PV,29/06/2016 5:25
46,MOOM58,1070-EB-0031.RM_PV,1070-F-0031.RM_PV,1070-P_TH-0031.RM_PV,29/06/2016 5:21
5,MOOM59,1040-EB-9088.RM_PV,1040-F-9088.RM_PV,1040-P_TH-9088.RM_PV,29/06/2016 5:22
46,MOOM6,1070-EB-0117.RM_PV,1070-F-0117.RM_PV,1070-P_TH-0117.RM_PV,29/06/2016 5:23
46,MOOM63,1070-EB-0040.RM_PV,1070-F-0040.RM_PV,1070-P_TH-0040.RM_PV,29/06/2016 5:23
49,MOOM67,1050-EB-0058.RM_PV,1050-F-0058.RM_PV,1050-P_TH-0058.RM_PV,29/06/2016 5:24
5,MOOM71,1070-EB-0153.RM_PV,1070-F-0153.RM_PV,1070-P_TH-0153.RM_PV,29/06/2016 5:07
19,MOOM72,1070-EB-0080.RM_PV,1070-F-0080.RM_PV,1070-P_TH-0080.RM_PV,29/06/2016 5:24
5,MOOM74,1070-EB-0154.RM_PV,1070-F-0154.RM_PV,1070-P_TH-0154.RM_PV,29/06/2016 6:27
5,MOOM75,1060-EB-0068.RM_PV,1060-F-0068.RM_PV,1060-P_TH-0068.RM_PV,29/06/2016 6:24
46,MOOM79,1070-EB-0028.RM_PV,1070-F-0028.RM_PV,1070-P_TH-0028.RM_PV,29/06/2016 5:25
5,MOOM8,1040-EB-0059.RM_PV,1040-F-0059.RM_PV,1040-P_TH-0059.RM_PV,29/06/2016 5:26
46,MOOM80,1070-EB-0029.RM_PV,1070-F-0029.RM_PV,1070-P_TH-0029.RM_PV,29/06/2016 6:26
5,MOOM87,1040-EB-8454.RM_PV,1040-F-8454.RM_PV,1040-P_TH-8454.RM_PV,29/06/2016 5:24
14,MOOM89,1040-EB-8455.RM_PV,1040-F-8455.RM_PV,1040-P_TH-8455.RM_PV,29/06/2016 5:26
37,MOOM9,1040-EB-0104.RM_PV,1040-F-0104.RM_PV,1040-P_TH-0104.RM_PV,29/06/2016 5:27
46,MOOM90,1070-EB-0034.RM_PV,1070-F-0034.RM_PV,1070-P_TH-0034.RM_PV,29/06/2016 5:08
5,MOOM91,1070-EB-0033.RM_PV,1070-F-0033.RM_PV,1070-P_TH-0033.RM_PV,29/06/2016 5:09
19,MOOM92,1070-EB-0036.RM_PV,1070-F-0036.RM_PV,1070-P_TH-0036.RM_PV,29/06/2016 5:27
46,MOOM93,1070-EB-0035.RM_PV,1070-F-0035.RM_PV,1070-P_TH-0035.RM_PV,29/06/2016 5:27
37,MOOM95,1040-EB-8458.RM_PV,1040-F-8458.RM_PV,1040-P_TH-8458.RM_PV,29/06/2016 5:28
46,MOOMN1,1070-EB-0150.RM_PV,1070-F-0150.RM_PV,1070-P_TH-0150.RM_PV,29/06/2016 5:28
49,MOOMS1,1050-EB-8339.RM_PV,1050-F-8339.RM_PV,1050-P_TH-8339.RM_PV,29/06/2016 6:27
7,MOOM_N2,1070-EB-0079.RM_PV,1070-F-0079.RM_PV,1070-P_TH-0079.RM_PV,29/06/2016 6:36
9,MOON1,1122-EB-0001.RM_PV,1122-F-0001.RM_PV,1122-P_TH-0001.RM_PV,29/06/2016 5:23
9,MOON4,1122-EB-00008.RM_PV,1122-F-00008.RM_PV,1122-P_TH-00008.RM_PV,30/07/2020 3:59
9,MOON5,1122-EB-00013.RM_PV,1122-F-00013.RM_PV,1122-P_TH-00013.RM_PV,30/07/2020 2:00
36,MOONA1,1023-EB-0001.RM_PV,1023-F-0001.RM_PV,1023-P_TH-0001.RM_PV,29/06/2016 6:09
48,MOOR12,1220-EB-7162.RM_PV,1220-F-7162.RM_PV,1220-P_TH-7162.RM_PV,29/06/2016 5:04
48,MOOR13,1220-EB-7190.RM_PV,1220-F-7190.RM_PV,1220-P_TH-7190.RM_PV,29/06/2016 5:53
48,MOOR14,1220-EB-7196.RM_PV,1220-F-7196.RM_PV,1220-P_TH-7196.RM_PV,29/06/2016 5:55
48,MOOR15,1220-EB-00022.RM_PV,1220-F-00022.RM_PV,1220-P_TH-00022.RM_PV,22/01/2019 19:43
48,MOOR16,1220-EB-00027.RM_PV,1220-F-00027.RM_PV,1220-P_TH-00027.RM_PV,22/01/2019 19:47
48,MOOR17,1220-EB-00032.RM_PV,1220-F-00032.RM_PV,1220-P_TH-00032.RM_PV,16/07/2019 9:57
48,MOOR18,1220-EB-00037.RM_PV,1220-F-00037.RM_PV,1220-P_TH-00037.RM_PV,16/07/2019 9:58
48,MOOR19,1220-EB-00042.RM_PV,1220-F-00042.RM_PV,1220-P_TH-00042.RM_PV,6/07/2020 1:05
48,MOOR20,1220-EB-00047.RM_PV,1220-F-00047.RM_PV,1220-P_TH-00047.RM_PV,6/07/2020 1:06
37,MOOR21,1220-EB-00067.RM_PV,1220-F-00067.RM_PV,1220-P_TH-00067.RM_PV,8/03/2022 21:31
48,MOOR22,1220-EB-00072.RM_PV,1220-F-00072.RM_PV,1220-P_TH-00072.RM_PV,7/03/2022 5:07
26,MOOR23,1220-EB-00057.RM_PV,1220-F-00057.RM_PV,1220-P_TH-00057.RM_PV,12/03/2022 3:08
48,MOOR3,1220-EB-0505.RM_PV,1220-F-0505.RM_PV,1220-P_TH-0505.RM_PV,29/06/2016 5:03
48,MOOR5,1220-EB-7170.RM_PV,1220-F-7170.RM_PV,1220-P_TH-7170.RM_PV,29/06/2016 5:55
48,MOOR7,1220-EB-7175.RM_PV,1220-F-7175.RM_PV,1220-P_TH-7175.RM_PV,29/06/2016 5:57
48,MOOR8,1220-EB-7171.RM_PV,1220-F-7171.RM_PV,1220-P_TH-7171.RM_PV,29/06/2016 5:58
22,MTHOW2,1462-EB-0001.RM_PV,1462-F-0001.RM_PV,1462-P_TH-0001.RM_PV,29/06/2016 5:31
28,MUDA10,1091-EB-0009.RM_PV,1091-F-0009.RM_PV,1091-P_TH-0009.RM_PV,29/06/2016 4:59
28,MUDA11,1091-EB-0007.RM_PV,1091-F-0007.RM_PV,1091-P_TH-0007.RM_PV,29/06/2016 5:01
28,MUDA12,1091-EB-0015.RM_PV,1091-F-0015.RM_PV,1091-P_TH-0015.RM_PV,29/06/2016 5:01
43,MUDA13,1091-EB-0018.RM_PV,1091-F-0018.RM_PV,1091-P_TH-0018.RM_PV,29/06/2016 5:02
43,MUDA14,1091-EB-0020.RM_PV,1091-F-0020.RM_PV,1091-P_TH-0020.RM_PV,29/06/2016 5:03
43,MUDA15,1091-EB-0022.RM_PV,1091-F-0022.RM_PV,1091-P_TH-0022.RM_PV,29/06/2016 5:04
43,MUDA16,1091-EB-0014.RM_PV,1091-F-0014.RM_PV,1091-P_TH-0014.RM_PV,29/06/2016 5:05
43,MUDA2,1091-EB-0273.RM_PV,1091-F-0273.RM_PV,1091-P_TH-0273.RM_PV,29/06/2016 6:10
35,MUDA23,1091-EB-00098.RM_PV,1091-F-00098.RM_PV,1091-P_TH-00098.RM_PV,31/08/2019 6:13
35,MUDA24,1091-EB-00108.RM_PV,1091-F-00108.RM_PV,1091-P_TH-00108.RM_PV,25/08/2019 4:14
44,MUDA25,1091-EB-00103.RM_PV,1091-F-00103.RM_PV,1091-P_TH-00103.RM_PV,27/08/2019 7:15
35,MUDA26,1091-EB-00113.RM_PV,1091-F-00113.RM_PV,1091-P_TH-00113.RM_PV,22/08/2019 20:38
35,MUDA27,1091-EB-00093.RM_PV,1091-F-00093.RM_PV,1091-P_TH-00093.RM_PV,19/08/2019 5:17
43,MUDA7,1091-EB-0003.RM_PV,1091-F-0003.RM_PV,1091-P_TH-0003.RM_PV,29/06/2016 5:14
43,MUDA8,1091-EB-0005.RM_PV,1091-F-0005.RM_PV,1091-P_TH-0005.RM_PV,29/06/2016 5:15
43,MUDA9,1091-EB-0011.RM_PV,1091-F-0011.RM_PV,1091-P_TH-0011.RM_PV,29/06/2016 5:16
11,MUND3,1157-EB-00026.RM_PV,1157-F-00026.RM_PV,1157-P_TH-00026.RM_PV,4/12/2020 22:44
11,MUND6,1157-EB-8659.RM_PV,1157-F-8659.RM_PV,1157-P_TH-8659.RM_PV,29/06/2016 5:41
11,MUND7,1157-EB-8660.RM_PV,1157-F-8660.RM_PV,1157-P_TH-8660.RM_PV,29/06/2016 5:41
23,MUNK10,1270-EB-0140.RM_PV,1270-F-0140.RM_PV,1270-P_TH-0140.RM_PV,29/06/2016 5:42
23,MUNK11,1270-EB-00149.RM_PV,1270-F-00149.RM_PV,1270-P_TH-00149.RM_PV,25/08/2019 8:47
23,MUNK1U,1270-EB-0016.RM_PV,1270-F-0016.RM_PV,1270-P_TH-0016.RM_PV,29/06/2016 5:43
23,MUNK7U,1270-EB-0026.RM_PV,1270-F-0026.RM_PV,1270-P_TH-0026.RM_PV,29/06/2016 5:44
23,MUNK8,1270-EB-0033.RM_PV,1270-F-0033.RM_PV,1270-P_TH-0033.RM_PV,29/06/2016 5:44
23,MUNK9,1270-EB-0006.RM_PV,1270-F-0006.RM_PV,1270-P_TH-0006.RM_PV,29/06/2016 5:45
23,NACEST2,2100-EB-00020.RM_PV,2100-F-00020.RM_PV,2100-P_TH-00020.RM_PV,9/04/2017 4:04
25,NACS12,2100-EB-00011.RM_PV,2100-F-00011.RM_PV,2100-P_TH-00011.RM_PV,4/06/2017 0:40
25,NACS4,2100-EB-00025.RM_PV,2100-F-00025.RM_PV,2100-P_TH-00025.RM_PV,5/06/2017 21:30
46,NAMU10,1260-EB-00033.RM_PV,1260-F-00033.RM_PV,1260-P_TH-00033.RM_PV,27/01/2018 7:27
46,NAMU12,1260-EB-00053.RM_PV,1260-F-00053.RM_PV,1260-P_TH-00053.RM_PV,4/01/2020 0:56
46,NAMU13,1260-EB-00058.RM_PV,1260-F-00058.RM_PV,1260-P_TH-00058.RM_PV,4/01/2020 0:50
46,NAMU14,1260-EB-00063.RM_PV,1260-F-00063.RM_PV,1260-P_TH-00063.RM_PV,4/01/2020 0:43
34,NAMU15,1260-EB-00068.RM_PV,1260-F-00068.RM_PV,1260-P_TH-00068.RM_PV,16/07/2019 10:27
34,NAMU16,1260-EB-00073.RM_PV,1260-F-00073.RM_PV,1260-P_TH-00073.RM_PV,20/04/2021 9:26
34,NAMU17,1260-EB-00078.RM_PV,1260-F-00078.RM_PV,1260-P_TH-00078.RM_PV,20/04/2021 9:27
46,NAMU19,1260-EB-00088.RM_PV,1260-F-00088.RM_PV,1260-P_TH-00088.RM_PV,20/04/2021 9:27
46,NAMU4,1260-EB-00001.RM_PV,1260-F-00001.RM_PV,1260-P_TH-00001.RM_PV,31/07/2017 1:31
46,NAMU5,1260-EB-00013.RM_PV,1260-F-00013.RM_PV,1260-P_TH-00013.RM_PV,13/12/2017 19:31
46,NAMU6,1260-EB-00008.RM_PV,1260-F-00008.RM_PV,1260-P_TH-00008.RM_PV,13/12/2017 5:05
46,NAMU7,1260-EB-00018.RM_PV,1260-F-00018.RM_PV,1260-P_TH-00018.RM_PV,5/02/2018 23:29
46,NAMU8,1260-EB-00023.RM_PV,1260-F-00023.RM_PV,1260-P_TH-00023.RM_PV,5/02/2018 23:29
46,NAMU9,1260-EB-00028.RM_PV,1260-F-00028.RM_PV,1260-P_TH-00028.RM_PV,15/08/2018 7:34
27,NANI2,1283-EB-00001.RM_PV,1283-F-00001.RM_PV,1283-P_TH-00001.RM_PV,19/08/2019 4:21
31,NAPO10,1366-EB-00040.RM_PV,1366-F-00040.RM_PV,1366-P_TH-00040.RM_PV,22/10/2020 11:05
31,NAPO3,1366-EB-00001.RM_PV,1366-F-00001.RM_PV,1366-P_TH-00001.RM_PV,24/06/2018 2:12
21,NAPO4,1366-EB-00011.RM_PV,1366-F-00011.RM_PV,1366-P_TH-00011.RM_PV,18/12/2019 4:12
21,NAPO6,1366-EB-00041.RM_PV,1366-F-00041.RM_PV,1366-P_TH-00041.RM_PV,21/10/2020 5:13
21,NAPO8,1366-EB-00021.RM_PV,1366-F-00021.RM_PV,1366-P_TH-00021.RM_PV,19/10/2019 2:17
21,NAPO9,1366-EB-00020.RM_PV,1366-F-00020.RM_PV,1366-P_TH-00020.RM_PV,23/10/2020 10:16
50,NARIE1,1183-EB-0001.RM_PV,1183-F-0001.RM_PV,1183-P_TH-0001.RM_PV,29/06/2016 5:05
50,NARIE3,1183-EB-0013.RM_PV,1183-F-0013.RM_PV,1183-P_TH-0013.RM_PV,29/06/2016 6:00
50,NARIE4,1183-EB-00002.RM_PV,1183-F-00002.RM_PV,1183-P_TH-00002.RM_PV,29/06/2016 6:00
50,NARIE5,1183-EB-00010.RM_PV,1183-F-00010.RM_PV,1183-P_TH-00010.RM_PV,29/06/2016 5:00
9,NCGE1,1115-EB-0001.RM_PV,1115-F-0001.RM_PV,1115-P_TH-0001.RM_PV,29/06/2016 5:24
46,NEPH2,1019-EB-0003.RM_PV,1019-F-0003.RM_PV,1019-P_TH-0003.RM_PV,29/06/2016 5:09
36,NEPHS1,1020-EB-0001.RM_PV,1020-F-0001.RM_PV,1020-P_TH-0001.RM_PV,11/07/2016 3:11
36,NEPHS3,1020-EB-0003.RM_PV,1020-F-0003.RM_PV,1020-P_TH-0003.RM_PV,29/06/2016 5:12
36,NEPHS4,1020-EB-0004.RM_PV,1020-F-0004.RM_PV,1020-P_TH-0004.RM_PV,29/06/2016 5:13
36,NEPHS5,1020-EB-0006.RM_PV,1020-F-0006.RM_PV,1020-P_TH-0006.RM_PV,29/06/2016 5:14
36,NEPHS6,1020-EB-0637.RM_PV,1020-F-0637.RM_PV,1020-P_TH-0637.RM_PV,29/06/2016 5:15
36,NEPHS7,1020-EB-0644.RM_PV,1020-F-0644.RM_PV,1020-P_TH-0644.RM_PV,29/06/2016 5:15
36,NEPHS8,1020-EB-0651.RM_PV,1020-F-0651.RM_PV,1020-P_TH-0651.RM_PV,29/06/2016 5:16
36,NEPHS9,1020-EB-0658.RM_PV,1020-F-0658.RM_PV,1020-P_TH-0658.RM_PV,29/06/2016 5:17
12,OTKN1,1422-EB-00021.RM_PV,1422-F-00021.RM_PV,1422-P_TH-00021.RM_PV,4/01/2020 1:05
12,OTKN2,1422-EB-00044.RM_PV,1422-F-00044.RM_PV,1422-P_TH-00044.RM_PV,6/12/2020 7:04
18,OTKW1,1421-EB-0001.RM_PV,1421-F-0001.RM_PV,1421-P_TH-0001.RM_PV,29/06/2016 5:00
18,OTKW2,1421-EB-0005.RM_PV,1421-F-0005.RM_PV,1421-P_TH-0005.RM_PV,29/06/2016 5:07
18,OTKW3ST1,1421-EB-0012.RM_PV,1421-F-0012.RM_PV,1421-P_TH-0012.RM_PV,29/06/2016 5:02
23,PATR2,4103-EB-0053.RM_PV,4103-F-0053.RM_PV,4103-P_TH-0053.RM_PV,29/06/2016 20:44
23,PATROE1,4105-EB-00002.RM_PV,4105-F-00002.RM_PV,4105-P_TH-00002.RM_PV,8/12/2016 7:20
27,PELI10,1242-EB-0005.RM_PV,1242-F-0005.RM_PV,1242-P_TH-0005.RM_PV,29/06/2016 5:06
27,PELI13,1242-EB-8346.RM_PV,1242-F-8346.RM_PV,1242-P_TH-8346.RM_PV,29/06/2016 5:01
6,PELI14,1242-EB-00034.RM_PV,1242-F-00034.RM_PV,1242-P_TH-00034.RM_PV,18/05/2022 22:32
27,PELI1L,1242-EB-0011.RM_PV,1242-F-0011.RM_PV,1242-P_TH-0011.RM_PV,29/06/2016 5:06
27,PELI2L,1242-EB-0017.RM_PV,1242-F-0017.RM_PV,1242-P_TH-0017.RM_PV,29/06/2016 5:06
50,PELI3,1242-EB-0001.RM_PV,1242-F-0001.RM_PV,1242-P_TH-0001.RM_PV,29/06/2016 5:06
27,PELI8,1242-EB-0027.RM_PV,1242-F-0027.RM_PV,1242-P_TH-0027.RM_PV,29/06/2016 6:00
27,PELI9,1242-EB-0004.RM_PV,1242-F-0004.RM_PV,1242-P_TH-0004.RM_PV,29/06/2016 5:09
23,PIRA1,1104-EB-0001.RM_PV,1104-F-0001.RM_PV,1104-P_TH-0001.RM_PV,29/06/2016 5:25
23,PIRA3,1104-EB-0003.RM_PV,1104-F-0003.RM_PV,1104-P_TH-0003.RM_PV,29/06/2016 5:26
23,PIRA4,1104-EB-00036.RM_PV,1104-F-00036.RM_PV,1104-P_TH-00036.RM_PV,30/08/2021 7:30
12,PIUT1,1422-EB-00340.RM_PV,1422-F-00340.RM_PV,1422-P_TH-00340.RM_PV,14/01/2020 6:08
4,POND1,1352-EB-0011.RM_PV,1352-F-0011.RM_PV,1352-P_TH-0011.RM_PV,29/06/2016 6:08
4,POND11,1352-EB-0014.RM_PV,1352-F-0014.RM_PV,1352-P_TH-0014.RM_PV,29/06/2016 5:15
4,POND13,1352-EB-0064.RM_PV,1352-F-0064.RM_PV,1352-P_TH-0064.RM_PV,29/06/2016 5:15
4,POND15,1352-EB-0069.RM_PV,1352-F-0069.RM_PV,1352-P_TH-0069.RM_PV,29/06/2016 5:16
4,POND16,1352-EB-0071.RM_PV,1352-F-0071.RM_PV,1352-P_TH-0071.RM_PV,29/06/2016 6:14
4,POND17,1352-EB-0070.RM_PV,1352-F-0070.RM_PV,1352-P_TH-0070.RM_PV,29/06/2016 6:14
4,POND14,1352-EB-0067.RM_PV,1352-F-0067.RM_PV,1352-P_A-0067.RM_PV,29/06/2016 6:14
4,POND18,1352-EB-00039.RM_PV,1352-F-00039.RM_PV,1352-P_TH-00039.RM_PV,15/06/2020 10:20
4,POND20,1352-EB-00034.RM_PV,1352-F-00034.RM_PV,1352-P_TH-00034.RM_PV,24/06/2020 4:21
4,POND4,1352-EB-0008.RM_PV,1352-F-0008.RM_PV,1352-P_TH-0008.RM_PV,29/06/2016 6:16
4,POND5,1352-EB-0001.RM_PV,1352-F-0001.RM_PV,1352-P_TH-0001.RM_PV,29/06/2016 6:17
4,POND6,1352-EB-0002.RM_PV,1352-F-0002.RM_PV,1352-P_TH-0002.RM_PV,29/06/2016 5:19
4,POND7,1352-EB-0025.RM_PV,1352-F-0025.RM_PV,1352-P_TH-0025.RM_PV,29/06/2016 6:19
4,POND8,1352-EB-00003.RM_PV,1352-F-00003.RM_PV,1352-P_TH-00003.RM_PV,21/07/2017 0:58
4,POND9,1352-EB-0009.RM_PV,1352-F-0009.RM_PV,1352-P_TH-0009.RM_PV,29/06/2016 6:22
4,PONDN1,1358-EB-0001.RM_PV,1358-F-0001.RM_PV,1358-P_TH-0001.RM_PV,29/06/2016 6:22
27,POOR2,1082-EB-0001.RM_PV,1082-F-0001.RM_PV,1082-P_TH-0001.RM_PV,13/08/2018 20:57
41,PSYC1,1123-EB-0001.RM_PV,1123-F-0001.RM_PV,1123-P_TH-0001.RM_PV,29/06/2016 5:02
41,PSYC2,1123-EB-0011.RM_PV,1123-F-0011.RM_PV,1123-P_TH-0011.RM_PV,29/06/2016 6:03
41,PSYC3,1123-EB-0013.RM_PV,1123-F-0013.RM_PV,1123-P_TH-0013.RM_PV,29/06/2016 5:03
41,PSYC4,1123-EB-0015.RM_PV,1123-F-0015.RM_PV,1123-P_TH-0015.RM_PV,29/06/2016 5:04
41,PSYC5,1123-EB-0017.RM_PV,1123-F-0017.RM_PV,1123-P_TH-0017.RM_PV,29/06/2016 5:05
41,PSYC6,1123-EB-0018.RM_PV,1123-F-0018.RM_PV,1123-P_TH-0018.RM_PV,29/06/2016 5:05
41,PSYC7,1123-EB-0037.RM_PV,1123-F-0037.RM_PV,1123-P_TH-0037.RM_PV,29/06/2016 5:07
42,QSR1,1127-EB-0004.RM_PV,1127-F-0004.RM_PV,1127-P_TH-0004.RM_PV,29/06/2016 5:46
42,QSREST1,1129-EB-0004.RM_PV,1129-F-0004.RM_PV,1129-P_TH-0004.RM_PV,29/06/2016 5:46
42,QSRSTH1,1128-EB-0004.RM_PV,1128-F-0004.RM_PV,1128-P_TH-0004.RM_PV,29/06/2016 5:47
23,RAFF1,1463-EB-0006.RM_PV,1463-F-0006.RM_PV,1463-P_TH-0006.RM_PV,29/06/2016 6:47
23,RAFNW1,1460-EB-00006.RM_PV,1460-F-00006.RM_PV,1460-P_TH-00006.RM_PV,5/08/2019 20:59
3,RANG1,1238-EB-00001.RM_PV,1238-F-00001.RM_PV,1238-P_TH-00001.RM_PV,6/10/2017 3:31
36,RAVE1,1022-EB-0001.RM_PV,1022-F-0001.RM_PV,1022-P_TH-0001.RM_PV,29/06/2016 6:18
36,RAVE2,1022-EB-0009.RM_PV,1022-F-0009.RM_PV,1022-P_TH-0009.RM_PV,29/06/2016 6:18
36,RAVE3,1022-EB-0015.RM_PV,1022-F-0015.RM_PV,1022-P_TH-0015.RM_PV,29/06/2016 6:19
36,RAVE4,1022-EB-0017.RM_PV,1022-F-0017.RM_PV,1022-P_TH-0017.RM_PV,29/06/2016 6:20
41,RAWOR1,1464-EB-0006.RM_PV,1464-F-0006.RM_PV,1464-P_TH-0006.RM_PV,29/06/2016 5:09
44,ROSE1,1130-EB-0001.RM_PV,1130-F-0001.RM_PV,1130-P_TH-0001.RM_PV,29/06/2016 5:50
41,ROTI1,1414-EB-0003.RM_PV,1414-F-0003.RM_PV,1414-P_TH-0003.RM_PV,29/06/2016 5:09
41,ROTI2L,1414-EB-0023.RM_PV,1414-F-0023.RM_PV,1414-P_TH-0023.RM_PV,29/06/2016 5:08
41,ROTI3,1414-EB-00085.RM_PV,1414-F-00085.RM_PV,1414-P_TH-00085.RM_PV,2/01/2018 0:51
41,ROTI4,1414-EB-0100.RM_PV,1414-F-0100.RM_PV,1414-P_TH-0100.RM_PV,29/06/2016 5:09
41,ROTI5,1414-EB-00015.RM_PV,1414-F-00015.RM_PV,1414-P_TH-00015.RM_PV,1/01/2018 11:30
41,ROTIW1,1424-EB-0001.RM_PV,1424-F-0001.RM_PV,1424-P_TH-0001.RM_PV,11/12/2017 8:14
41,ROTN1,1414-EB-01110.RM_PV,1414-F-01110.RM_PV,1414-P_TH-01110.RM_PV,24/09/2019 4:13
41,ROTN2,1414-EB-00111.RM_PV,1414-F-00111.RM_PV,1414-P_TH-00111.RM_PV,25/09/2019 4:35
41,ROTS1,1424-EB-00004.RM_PV,1424-F-00004.RM_PV,1424-P_TH-00004.RM_PV,5/07/2017 21:30
48,RUBY3,4111-EB-00002.RM_PV,4111-F-00002.RM_PV,4111-P_TH-00002.RM_PV,17/05/2021 1:17
46,SCRUB1,1359-EB-0002.RM_PV,1359-F-0002.RM_PV,1359-P_TH-0002.RM_PV,29/06/2016 5:23
36,SMEG1,1025-EB-0002.RM_PV,1025-F-0002.RM_PV,1025-P_TH-0002.RM_PV,29/06/2016 5:19
53,STKC1,1144-EB-0004.RM_PV,1144-F-0004.RM_PV,1144-P_TH-0004.RM_PV,29/06/2016 5:48
5,STKN1,1158-EB-0007.RM_PV,1158-F-0007.RM_PV,1158-P_TH-0007.RM_PV,29/06/2016 5:49
5,STKS10,1161-EB-0240.RM_PV,1161-F-0240.RM_PV,1161-P_TH-0240.RM_PV,29/06/2016 5:51
5,STKS11,1161-EB-0311.RM_PV,1161-F-0311.RM_PV,1161-P_TH-0311.RM_PV,29/06/2016 5:52
5,STKS12,1161-EB-0291.RM_PV,1161-F-0291.RM_PV,1161-P_TH-0291.RM_PV,29/06/2016 5:53
5,STKS2L,1161-EB-0006.RM_PV,1161-F-0006.RM_PV,1161-P_TH-0006.RM_PV,29/06/2016 5:54
5,STKS6,1161-EB-0158.RM_PV,1161-F-0158.RM_PV,1161-P_TH-0158.RM_PV,29/06/2016 5:58
5,STKS7,1161-EB-0171.RM_PV,1161-F-0171.RM_PV,1161-P_TH-0171.RM_PV,29/06/2016 5:59
5,STKS8,1161-EB-0191.RM_PV,1161-F-0191.RM_PV,1161-P_TH-0191.RM_PV,29/06/2016 5:59
5,STKS9,1161-EB-0209.RM_PV,1161-F-0209.RM_PV,1161-P_TH-0209.RM_PV,29/06/2016 5:00
24,STRZ14,1280-EB-0480.RM_PV,1280-F-0480.RM_PV,1280-P_TH-0480.RM_PV,29/06/2016 5:17
27,STRZ15,1280-EB-8191.RM_PV,1280-F-8191.RM_PV,1280-P_TH-8191.RM_PV,29/06/2016 5:18
27,STRZ23,1285-EB-00010.RM_PV,1285-F-00010.RM_PV,1285-P_TH-00010.RM_PV,20/03/2018 2:16
27,STRZ25,1280-EB-8189.RM_PV,1280-F-8189.RM_PV,1280-P_TH-8189.RM_PV,29/06/2016 5:20
27,STRZ3,1280-EB-8190.RM_PV,1280-F-8190.RM_PV,1280-P_TH-8190.RM_PV,29/06/2016 5:21
24,STRZ31,1280-EB-00014.RM_PV,1280-F-00014.RM_PV,1280-P_TH-00014.RM_PV,29/06/2016 5:24
24,STRZ33,1280-EB-00038.RM_PV,1280-F-00038.RM_PV,1280-P_TH-00038.RM_PV,19/08/2019 4:27
24,STRZ5,1280-EB-0478.RM_PV,1280-F-0478.RM_PV,1280-P_TH-0478.RM_PV,29/06/2016 5:25
24,STRZNE1,1280-EB-8214.RM_PV,1280-F-8214.RM_PV,1280-P_TH-8214.RM_PV,29/06/2016 5:26
18,SURL1,1426-EB-0001.RM_PV,1426-F-0001.RM_PV,1426-P_TH-0001.RM_PV,29/06/2016 5:10
18,SURL2,1426-EB-0005.RM_PV,1426-F-0005.RM_PV,1426-P_TH-0005.RM_PV,29/06/2016 5:11
50,SWAN10,1243-EB-0009.RM_PV,1243-F-0009.RM_PV,1243-P_TH-0009.RM_PV,29/06/2016 5:07
43,SWAN12,1243-EB-00022.RM_PV,1243-F-00022.RM_PV,1243-P_TH-00022.RM_PV,25/01/2020 3:25
44,SWAN13,1243-EB-0098.RM_PV,1243-F-0098.RM_PV,1243-P_TH-0098.RM_PV,29/06/2016 5:03
44,SWAN14,1243-EB-0152.RM_PV,1243-F-0152.RM_PV,1243-P_TH-0152.RM_PV,29/06/2016 5:05
44,SWAN15,1243-EB-0164.RM_PV,1243-F-0164.RM_PV,1243-P_TH-0164.RM_PV,29/06/2016 5:06
44,SWAN16,1243-EB-0169.RM_PV,1243-F-0169.RM_PV,1243-P_TH-0169.RM_PV,29/06/2016 5:08
44,SWAN2,1243-EB-0002.RM_PV,1243-F-0002.RM_PV,1243-P_TH-0002.RM_PV,29/06/2016 5:10
