KEY,VALUE,TYPE
ACRUS1,12,int
BIGL20,12,int
BIGL22,12,int
MOOM115,12,int
MOOM157,12,int
POND1,12,int
POND11,12,int
POND14,12,int
POND16,12,int
PSYC3,12,int
PSYC7,24,int
TIRRA80,24,int
TIRRA88,24,int
TIRRA91,24,int
TIRRA93,24,int
TIRRW1,24,int
TOOL16,12,int
TOOL29,12,int
WELTN1,12,int
WELTN4,12,int
WIPPOS1,12,int
WKT3,12,int
YAN1L,12,int
YAN2L,12,int
YAN2U,12,int
YAN4U,12,int
YAN8L,12,int
